Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw,Status
122.7,-0.023,-0.01,0.009,-1.615,-0.014,-2.522,2
86.4,0.021,0.041,-0.009,-1.533,-0.007,-1.268,2
103.3,0,0.001,-0.016,-1.533,-0.043,-1.424,2
94,-0.012,0.006,-0.016,-1.524,0.002,0.677,1
94.4,0.023,-0.027,-0.035,-1.55,-0.016,-2.803,1
90.4,-0.055,-0.008,-0.059,-1.597,0.013,-0.629,2
94.2,-0.043,0.017,-0.012,-1.499,-0.07,-1.592,1
87.9,-0.014,0.035,0.005,-1.564,0.002,0.29,1
88.8,-0.065,0.043,-0.021,-1.51,0.064,1.355,2
78,0.016,0.003,-0.013,-1.576,-0.013,-0.145,1
91.6,-0.032,-0.017,0.003,-1.605,-0.047,-0.274,1
93.8,-0.033,0.009,0.003,-1.551,-0.037,0.934,2
97.8,0.001,0,-0.006,-1.488,0.015,0.087,2
82.2,-0.015,-0.006,0.013,-1.544,-0.042,0.439,2
102.6,-0.018,0.016,0.008,-1.584,0.007,0.171,2
50.4,-0.021,0.024,-0.062,-1.593,0.015,1.852,1
99,0.006,-0.047,-0.006,-1.533,0.017,0.149,1
132.9,-0.019,-0.347,0.005,-1.536,-0.305,-0.176,2
108.4,-0.047,0.028,-0.03,-1.522,-0.024,-2.435,2
97.3,-0.015,0.014,0.006,-1.561,-0.06,-2.859,1
82.5,-0.04,-0.011,-0.009,-1.555,-0.046,0.438,2
68.2,-0.001,0.001,-0.013,-1.511,0.014,-2.949,1
113.4,-0.039,0.062,0.014,-1.64,-0.034,1.978,2
85.9,-0.01,0.01,0.03,-1.588,-0.017,1.615,2
97.2,-0.036,-0.038,-0.014,-1.556,-0.001,-3.085,2
115.6,-0.04,0.012,-0.006,-1.56,0.017,-1.169,1
87,0.008,-0.013,-0.02,-1.564,-0.053,1.511,1
114.7,-0.002,-0.02,0.006,-1.534,0.023,2.753,2
86.8,-0.002,-0.022,-0.008,-1.579,-0.024,-1.431,2
92.2,-0.025,0.02,0.027,-1.61,-0.036,-2.744,1
111.7,-0.037,-0.01,0,-1.529,0.024,1.844,2
77.4,-0.027,-0.059,0.063,-1.599,0.027,-0.894,2
109.4,0.038,-0.011,-0.005,-1.567,0.046,0.087,2
91.8,-0.017,0.021,-0.001,-1.497,-0.025,0.844,1
86.7,0.045,0.012,-0.003,-1.569,0.003,0.607,2
95.3,-0.058,-0.001,-0.015,-1.513,0.044,-1.217,1
87,0.021,0.057,0.028,-1.607,-0.027,-1.425,2
124.7,-0.025,-0.004,-0.07,-1.585,-0.027,2.582,2
90.2,-0.036,0.033,-0.016,-1.574,0.05,-1.317,1
114.2,-0.036,0.054,0.009,-1.555,0.006,-0.605,2
136.5,0.011,0.004,-0.009,-1.543,-0.03,0.32,2
94.8,-0.058,0.061,-0.02,-1.523,-0.025,-2.871,2
83.3,-0.006,-0.015,-0.016,-1.522,-0.039,1.815,1
85.6,-0.019,-0.011,-0.006,-1.582,-0.016,-0.231,2
78.6,-0.004,0.007,-0.002,-1.597,0.006,0.244,1
92.7,0,-0.017,0.001,-1.549,0.016,-0.052,2
87.6,-0.015,-0.002,0.012,-1.589,0.046,-1.392,2
78,0.007,-0.003,-0.002,-1.539,0.015,2.031,2
84.3,-0.003,-0.007,-0.007,-1.599,0.027,-0.365,1
86.1,0.007,0.007,0.063,-1.542,0.028,-1.055,2
123.3,-0.057,0.001,-0.023,-1.545,0.008,-2.422,2
96.6,-0.049,-0.003,-0.01,-1.592,-0.079,-0.773,1
87.5,-0.018,-0.006,-0.01,-1.595,0.047,0.467,1
137.1,0.007,-0.031,-0.01,-1.503,-0.051,0.393,2
110.4,-0.044,0.004,-0.003,-1.487,-0.015,0.549,2
97.9,-0.01,-0.004,-0.024,-1.519,-0.035,0.432,2
87.6,-0.002,0,-0.015,-1.542,0.025,-1.235,1
107.1,-0.007,-0.008,-0.004,-1.598,0.032,-0.732,2
67.8,-0.016,0.006,0.009,-1.554,0.005,1.889,2
95,0,-0.001,-0.003,-1.559,-0.013,2.005,2
116.6,-0.029,-0.025,0.013,-1.576,0.021,2.677,1
91.9,-0.004,0.013,0.005,-1.523,-0.068,-1.202,1
100.9,-0.002,0.006,0.01,-1.558,-0.014,-3.041,2
128.3,-0.006,-0.002,0.001,-1.568,-0.02,-3.113,2
95.7,-0.013,-0.002,0.009,-1.546,-0.008,0.794,2
88.3,-0.007,0.007,0.006,-1.525,0.008,1.315,2
85,-0.003,0.008,0.002,-1.576,0.001,-0.2,1
71.1,-0.066,-0.072,-0.069,-1.591,0.143,-1.26,1
77.8,-0.016,0.008,-0.009,-1.576,0.017,0.03,1
83.6,-0.102,-0.438,-0.141,-1.697,-0.442,-0.487,2
86.8,0.005,-0.011,0.021,-1.548,0.012,0.657,1
79.1,0.032,0.099,0.023,-1.563,0.039,0.086,2
92.7,-0.022,0.018,0.033,-1.602,-0.019,-0.562,2
87.5,-0.047,0.023,0.035,-1.529,0.038,-1.836,2
87.1,-0.021,-0.007,0.002,-1.572,-0.02,-0.999,1
73.5,-0.014,-0.006,-0.009,-1.571,-0.011,2.007,1
91.7,0.019,-0.013,-0.014,-1.566,-0.012,-0.959,1
131,-0.049,-0.023,0.005,-1.629,-0.002,-0.976,2
115.5,-0.038,-0.004,-0.01,-1.502,-0.001,-3.078,2
109.1,-0.015,0.035,0.003,-1.584,0.003,0.013,2
104.9,-0.014,-0.011,0.004,-1.532,-0.005,-2.699,1
117.5,0.003,-0.032,0.01,-1.563,0.039,-0.552,1
86,-0.028,-0.035,-0.004,-1.539,-0.039,-0.273,1
85.5,-0.001,-0.002,0.016,-1.549,0,2.8,2
90.3,-0.03,0.024,-0.004,-1.555,0.041,-1.339,1
90.7,-0.016,-0.008,0.008,-1.497,-0.017,0.741,1
79.5,0.002,0.012,0.029,-1.524,-0.03,-2.735,1
89,-0.005,-0.004,-0.041,-1.619,0.016,0.099,2
104.7,-0.017,0.001,0.004,-1.53,-0.003,-2.697,1
107.8,-0.025,0.008,-0.018,-1.549,0.003,-0.837,1
69.6,-0.012,0.001,0.021,-1.589,0.015,-0.056,1
63.7,-0.034,-0.008,-0.065,-1.435,0.003,-3.017,1
112.2,-0.059,0.028,0.022,-1.533,-0.013,-1.522,1
117,0.005,-0.022,-0.007,-1.525,0.014,-1.355,1
103.8,-0.022,0.007,-0.01,-1.622,-0.04,-2.819,1
81.4,0.001,0.008,0.055,-1.598,0.001,0.362,1
83.3,-0.005,-0.001,-0.003,-1.537,-0.041,-0.336,2
93.5,-0.001,0.044,0.001,-1.573,-0.029,-2.73,1
77.1,-0.018,0.034,0.004,-1.514,0.011,0.454,2
74.7,-0.049,-0.156,-0.077,-1.558,-0.192,-0.294,1
88,-0.014,-0.042,0.053,-1.573,-0.014,-2.771,1
104.9,0.02,0.019,0.087,-1.505,0.033,-0.23,2
77.6,0.014,-0.007,-0.008,-1.545,0.004,-1.369,2
77.3,-0.018,-0.036,-0.01,-1.646,-0.003,1.75,2
100,0.014,-0.009,-0.015,-1.523,-0.002,0.651,1
99.9,-0.054,0.032,-0.042,-1.568,0.012,-0.766,2
107.2,0.023,0.015,0.028,-1.605,0.029,0.362,2
85.2,-0.002,0.007,-0.03,-1.557,-0.008,-0.124,2
85.8,-0.001,-0.018,0.003,-1.597,0.043,0.474,1
117.8,-0.026,-0.002,0.013,-1.551,-0.035,-2.693,1
87.7,-0.007,0.019,0.009,-1.613,-0.032,0.303,1
104.1,0.01,0.046,-0.008,-1.559,-0.045,1.738,2
82.7,-0.018,0.022,0.007,-1.602,-0.005,0.318,1
95.6,-0.009,-0.007,0.011,-1.567,-0.008,-3.092,2
85.6,-0.021,0.01,0.016,-1.556,0.007,0.061,1
92.9,-0.004,0.005,-0.002,-1.521,0.006,1.776,1
97.2,0.025,0,0.011,-1.552,0.013,1.066,2
88.3,-0.013,-0.013,-0.008,-1.56,-0.049,-0.099,1
109.7,0.035,-0.026,-0.001,-1.537,-0.003,-1.569,1
78.5,0.005,-0.016,-0.006,-1.499,-0.001,-1.447,2
132,-0.011,-0.002,-0.009,-1.526,-0.033,2.524,2
64.9,-0.021,-0.054,-0.019,-1.567,-0.03,-0.611,2
120.7,-0.01,0.009,0.004,-1.52,0.024,-0.803,1
101.2,0.022,0.007,-0.004,-1.495,0.011,0.118,1
71.3,-0.025,-0.002,-0.004,-1.552,0.014,2.888,2
86.1,0.008,-0.012,0.008,-1.577,0.012,0.052,1
78.2,-0.011,0.002,0,-1.512,0.001,-0.95,1
84.8,-0.003,-0.008,0.005,-1.539,0.03,-0.949,1
102.2,0.001,0.007,0.05,-1.552,-0.034,-0.163,1
49.4,-0.02,-0.027,-0.002,-1.594,0.163,0.841,2
91.3,-0.019,0.031,-0.012,-1.511,0.053,-1.025,1
83,-0.001,0.053,-0.008,-1.562,-0.013,2.006,2
83.7,-0.024,0.024,0.01,-1.554,0.016,1.307,1
85.5,-0.084,-0.368,-0.026,-1.581,-0.42,-0.385,2
93.8,-0.007,0.002,0.007,-1.565,0.015,0.995,1
96.4,-0.025,-0.014,0.034,-1.551,-0.016,-0.146,2
114.4,0.017,0.006,-0.018,-1.531,0.011,1.79,2
91.9,0.008,-0.017,-0.024,-1.563,0.006,0.026,2
87.3,0.002,0.007,-0.04,-1.554,-0.027,-0.476,2
104.7,-0.036,0.004,0,-1.666,0.017,2.804,2
94.3,-0.003,-0.013,-0.026,-1.53,-0.003,0.488,1
87,-0.007,-0.013,0.002,-1.512,-0.016,-2.757,1
105.7,0.017,-0.008,-0.026,-1.499,0.035,-0.27,2
112.9,-0.034,0.052,-0.01,-1.52,-0.001,1.839,2
110.9,-0.006,0.015,-0.006,-1.546,-0.013,-0.853,1
124.7,0.002,-0.051,-0.008,-1.576,0.037,0.472,2
86.9,-0.119,-0.409,-0.018,-1.568,-0.403,-0.337,2
96.2,-0.026,-0.018,-0.001,-1.626,-0.062,-0.37,2
88.2,0.012,0.051,-0.024,-1.543,0.036,2.032,1
83,-0.001,0.002,0.013,-1.595,0.002,0.389,2
111.5,0.005,0.031,-0.013,-1.55,0.01,1.813,1
120.3,0.023,-0.007,0.004,-1.57,-0.002,0.148,2
99.5,-0.024,0.008,0.003,-1.503,0.028,0.164,2
91,-0.011,-0.02,-0.037,-1.548,-0.062,-0.092,1
85.8,-0.029,0.004,-0.016,-1.513,-0.003,0.929,2
132.3,0.003,-0.014,-0.017,-1.621,0.036,0.513,2
118.9,-0.003,-0.002,-0.05,-1.596,0.005,-0.906,2
121.1,-0.036,0.006,0.005,-1.641,0.004,2.62,2
98.7,0.005,-0.016,-0.004,-1.534,-0.042,-1.827,1
91.2,-0.027,0,0.002,-1.639,-0.04,0.339,2
93.7,-0.012,0.021,-0.026,-1.578,-0.058,-2.669,1
97,-0.019,-0.031,-0.105,-1.624,-0.02,2.594,2
93.3,-0.019,0.002,-0.015,-1.559,0.025,0.147,1
89.5,-0.016,-0.031,-0.005,-1.548,-0.005,0.563,2
98.5,-0.007,-0.008,-0.023,-1.521,0.009,0.083,1
75.7,-0.042,0.013,0.046,-1.565,-0.046,-0.434,1
96.8,-0.02,-0.072,0.014,-1.557,0.035,-1.395,2
93.6,-0.066,-0.378,0.027,-1.513,-0.358,-0.41,2
105.9,-0.007,-0.004,0,-1.516,0.022,2.147,1
89.6,-0.026,0.029,-0.046,-1.541,-0.063,-0.39,2
90.4,-0.026,-0.014,-0.022,-1.591,-0.043,1.165,1
86,-0.022,0.024,-0.004,-1.528,0.03,3.09,2
89.2,-0.016,-0.021,0.009,-1.574,-0.022,-0.02,1
86.3,0.002,-0.001,0.02,-1.576,-0.036,-0.293,1
86.3,0.006,-0.021,-0.01,-1.602,-0.011,0.347,1
112,0.075,-0.027,-0.015,-1.572,-0.015,-0.459,1
105.3,0.006,0.013,0.001,-1.574,-0.008,-0.041,2
95.1,-0.037,-0.017,-0.003,-1.577,-0.036,-2.74,1
107.5,-0.008,-0.009,-0.006,-1.557,0.021,-0.797,1
92.7,0.001,-0.018,-0.008,-1.533,-0.12,2.122,1
73.3,-0.022,0.011,0.016,-1.603,0.012,2.814,2
78.6,-0.03,0.003,0.004,-1.567,-0.029,0.008,1
71.8,-0.03,-0.197,-0.056,-1.591,0.099,0.749,1
125.7,-0.047,0.034,-0.028,-1.63,0.022,2.58,2
88.8,-0.022,0.011,0.026,-1.542,-0.016,-0.247,1
114.7,-0.018,-0.023,0.049,-1.51,-0.005,0.299,1
116.1,0.013,0.006,0.055,-1.538,0.014,2.593,2
88.9,-0.03,0.02,-0.04,-1.573,-0.021,-1.103,1
111.5,0.008,0.011,0.009,-1.575,-0.045,-0.044,1
102.7,0.009,-0.03,0.012,-1.599,0.002,-0.149,2
93.1,0.011,-0.056,-0.024,-1.608,-0.041,-0.253,1
95.9,0.002,0.039,-0.009,-1.542,-0.022,0.735,2
88.8,-0.043,0.011,-0.002,-1.553,0.045,0.262,2
84.9,-0.012,0.001,0.012,-1.606,0.056,2.847,2
89.5,0.001,-0.005,-0.008,-1.516,-0.023,1.519,1
88.3,-0.005,0.008,0.026,-1.56,-0.008,0.794,2
119.4,-0.026,-0.046,-0.002,-1.608,-0.021,1.849,2
102.2,-0.028,0.001,0.002,-1.541,0.017,2.113,2
106.7,0.017,0.024,0.002,-1.558,-0.018,2.547,1
95.3,0.019,0.021,0.012,-1.543,-0.034,0.752,2
121.7,-0.029,-0.02,0.013,-1.538,-0.009,0.412,2
88.5,0.015,0.01,-0.003,-1.636,-0.045,-0.076,1
96.4,-0.016,-0.006,-0.009,-1.567,-0.031,-2.797,1
88.8,0.006,0.001,0.003,-1.659,0.03,0.333,1
94.4,-0.005,0.027,0.011,-1.543,-0.051,-0.24,2
102.8,0.003,0.011,0.02,-1.574,0.01,-1.474,2
81.9,-0.018,0.007,0.02,-1.592,-0.028,-0.034,2
107.5,-0.005,0.045,0.032,-1.52,-0.223,-1.872,2
77.9,-0.012,0.041,0.001,-1.549,0.008,-1.413,2
89.8,-0.009,0.034,0.026,-1.473,0.015,-0.905,2
140.9,0.007,-0.032,-0.005,-1.561,0.017,0.301,2
93.2,0.017,0.022,0.032,-1.523,-0.036,0.46,2
112.4,0,-0.047,0.015,-1.583,0.002,0.041,2
94.2,-0.02,-0.013,-0.025,-1.492,-0.01,-0.134,2
96.1,0.029,0.037,0.005,-1.55,0,2.025,2
70.2,0.016,0.015,-0.016,-1.52,-0.007,-1.486,1
96.9,-0.039,0.033,-0.022,-1.551,0.019,-1.356,2
89.1,-0.032,0.012,-0.009,-1.607,0.024,0.452,1
89.4,0.002,-0.004,-0.022,-1.531,-0.004,-1.208,2
108.7,0.032,0.019,0.003,-1.594,0.001,0.099,1
93.3,0.029,-0.016,0.027,-1.572,0.016,-1.052,2
124.7,-0.044,0,0.018,-1.521,-0.033,-2.292,2
117.9,-0.017,0.019,0.009,-1.568,-0.001,0.57,2
99.6,0.001,0.02,-0.015,-1.55,-0.008,0.177,2
61.8,-0.046,-0.003,-0.03,-1.589,0.275,-0.356,1
89.2,-0.006,-0.006,-0.007,-1.64,0.021,0.099,2
83.4,-0.006,-0.005,-0.02,-1.524,-0.022,0.675,2
113,0,-0.029,-0.07,-1.6,-0.001,-0.484,2
115.2,0.004,0.011,0.014,-1.549,0.013,1.789,1
93.2,0.017,0.043,0.028,-1.588,-0.029,-2.448,2
87.4,-0.022,-0.012,-0.053,-1.562,0.009,0.543,2
114.7,-0.027,0.005,-0.003,-1.545,-0.052,-0.991,1
97.1,-0.009,0.012,-0.009,-1.508,0.004,0.81,2
85.5,0.008,-0.034,0.023,-1.513,-0.015,2.544,2
121.1,0.017,0.016,0.001,-1.554,-0.016,1.828,1
114.5,-0.056,0.014,-0.022,-1.552,0.023,2.014,2
128.7,-0.04,0.018,0.002,-1.546,-0.062,-0.951,2
74.2,-0.028,0.026,0.013,-1.623,-0.048,1.803,2
111.5,-0.008,0.008,-0.019,-1.561,-0.008,-1.12,2
87.7,-0.05,0.013,0.016,-1.538,0.034,-0.957,1
98.9,-0.015,0,-0.013,-1.623,-0.056,-0.339,2
45.3,-0.015,0.015,-0.045,-1.544,0.171,1.985,2
107.6,0.029,0.027,0.007,-1.57,0.036,0.064,2
95,0.005,0.011,0.002,-1.542,0.026,1.758,1
84.1,-0.011,0.011,0.013,-1.618,-0.003,0.448,1
102.2,-0.023,-0.009,0.006,-1.513,0.022,-0.787,2
63.8,0,-0.005,0.025,-1.503,0.023,2.172,1
86.4,-0.03,0.058,-0.01,-1.636,-0.004,-0.275,2
94.3,-0.028,-0.034,0.043,-1.523,0.004,-3.069,2
93.6,-0.017,0.003,-0.025,-1.571,-0.061,-2.773,1
87.8,-0.021,0.026,0.013,-1.596,-0.029,0.124,1
111.9,0.002,-0.005,0.001,-1.59,-0.029,-1.477,1
84.7,0.006,0.007,-0.005,-1.555,-0.017,-2.991,2
136.4,0.012,-0.022,-0.033,-1.517,0.035,2.534,2
78.6,-0.045,-0.006,-0.009,-1.578,-0.027,1.678,1
84.2,-0.02,0.022,-0.023,-1.549,-0.06,-1.733,2
106.2,-0.002,-0.009,-0.008,-1.516,0.006,1.888,1
75.7,-0.039,-0.005,0.008,-1.525,0.021,-2.893,2
72,-0.028,-0.018,0.027,-1.503,0.015,-1.403,1
106.8,-0.015,-0.014,-0.01,-1.502,-0.025,0.056,2
76.8,-0.006,0.006,-0.007,-1.558,0.028,-2.828,1
83.5,-0.021,-0.017,-0.003,-1.54,0.023,0.135,2
109,-0.026,0.013,-0.019,-1.531,0.012,-1.434,1
98,-0.007,0.005,0.025,-1.491,-0.033,1.608,2
90.3,-0.014,0.014,0.015,-1.598,0.026,-1.327,2
131.4,0.006,-0.002,-0.003,-1.564,-0.035,-2.646,2
114.1,0.008,-0.02,-0.036,-1.592,-0.045,-2.842,1
120.3,0.012,0.009,-0.064,-1.563,-0.071,-0.162,1
89.1,0.019,0.006,0.007,-1.61,-0.007,1.959,2
84.7,-0.016,-0.027,-0.007,-1.531,-0.013,-2.788,2
106.8,-0.019,0.04,0.046,-1.549,0.003,2.573,1
59.3,-0.045,0.012,-0.034,-1.47,0,-1.803,1
106.9,0.012,-0.007,-0.01,-1.533,0.026,-0.791,1
93.5,-0.015,0.007,0.01,-1.542,-0.022,0.787,1
100.1,-0.05,0.001,0.078,-1.447,0.007,0.202,2
86.1,-0.049,0.017,-0.008,-1.6,0.036,0.209,1
94.9,0.003,0.004,0.008,-1.54,-0.005,0.17,2
49.6,-0.015,0.02,-0.004,-1.563,0.171,3.129,2
97.5,0.045,-0.063,0.003,-1.594,0.02,0.505,1
88.7,-0.005,0.026,0.023,-1.54,-0.009,-1.165,1
95.1,0.032,-0.045,-0.007,-1.565,-0.021,-2.949,2
88.9,0.02,-0.018,0.019,-1.557,-0.054,0.507,2
86.6,-0.005,0,0.008,-1.581,0.002,-0.175,1
89.6,0.019,0,0.005,-1.569,-0.036,1.839,1
97,-0.032,-0.01,-0.009,-1.548,0.027,-2.065,2
120.3,-0.028,0.026,-0.003,-1.552,-0.041,-0.905,1
93.3,0.032,0.025,-0.051,-1.56,0.024,-3.09,2
110.5,-0.056,-0.013,-0.019,-1.535,0.003,1.897,1
87.7,0.001,0.01,0.006,-1.573,-0.038,-0.833,1
87.6,-0.072,0.018,-0.028,-1.557,-0.026,-0.154,1
85.1,-0.024,0.016,-0.031,-1.527,-0.058,1.724,2
89.1,-0.045,0.015,-0.031,-1.542,0.015,0.49,1
84.8,-0.019,-0.004,0.033,-1.559,-0.034,1.834,1
75.2,-0.016,0.026,0.003,-1.53,-0.037,-1.344,1
108.6,-0.031,0.004,-0.006,-1.555,-0.001,-0.829,1
85.4,-0.009,-0.016,-0.002,-1.569,-0.021,1.928,2
92,-0.025,0.007,-0.029,-1.529,-0.01,0.868,1
105.4,0.001,0.008,0.003,-1.546,-0.047,1.72,2
95.4,-0.027,-0.024,-0.016,-1.492,-0.031,1.185,2
82.7,0.005,0.011,-0.012,-1.568,-0.036,1.105,2
86,-0.002,0.015,-0.032,-1.544,0.005,-1.272,2
97.5,-0.001,-0.021,0.005,-1.555,0.01,-0.353,1
92.3,0.012,-0.077,0.015,-1.602,0.053,0.128,2
102,0.007,0.001,-0.016,-1.567,0.021,-1.288,2
74.2,-0.017,-0.048,0.007,-1.499,-0.065,-2.922,2
134.4,-0.016,-0.031,-0.034,-1.531,-0.036,0.421,2
94.5,-0.002,0.014,0,-1.534,-0.017,-1.814,1
118,0.001,0.006,-0.015,-1.545,0.035,0.61,2
108.5,-0.017,0.032,-0.002,-1.526,-0.062,-0.164,1
91,-0.019,0.04,0.009,-1.54,0.051,2.84,2
59.4,-0.06,-0.014,-0.029,-1.651,0.25,3.131,1
74.3,0.006,-0.04,-0.01,-1.537,-0.096,-1.5,2
103.9,-0.027,0.003,-0.037,-1.537,0.042,-1.689,2
92.9,-0.018,-0.014,-0.023,-1.573,-0.005,-0.002,2
103.3,-0.014,-0.025,-0.001,-1.531,-0.007,2.032,2
78.4,-0.011,-0.013,-0.003,-1.541,-0.021,-1.665,2
88.2,-0.015,0.02,0.031,-1.577,-0.051,1.612,2
107.9,-0.021,0.01,0.026,-1.5,0.014,-3.124,2
65.7,-0.016,0.007,0.016,-1.633,0.014,2.213,1
108,-0.011,0.001,-0.007,-1.536,-0.003,1.769,2
104.4,-0.006,0.002,0.007,-1.573,-0.031,1.948,2
100.5,-0.032,0.042,-0.013,-1.53,0.063,2.052,1
85.2,0.004,-0.027,-0.019,-1.645,0.035,-0.182,2
89.6,-0.006,-0.007,0.012,-1.551,-0.02,-1.121,1
97.2,0.002,0,-0.039,-1.566,-0.012,-2.88,1
94.7,-0.026,0.044,0,-1.579,-0.019,0.109,1
84.9,-0.025,0.004,0.009,-1.561,-0.047,-0.836,1
89.6,-0.001,-0.02,0.018,-1.522,-0.019,-0.829,1
129.3,-0.033,-0.015,0,-1.542,-0.007,-2.603,2
84.6,-0.06,0,-0.033,-1.583,-0.02,-2.701,1
97.7,-0.04,-0.035,0.008,-1.55,0.002,2.017,2
95,0.002,-0.019,-0.01,-1.563,0.077,0.195,2
85.4,-0.063,-0.018,-0.018,-1.518,-0.007,-1.614,1
97.1,0.006,0.032,0.005,-1.548,-0.054,0.08,2
91.6,-0.106,-0.406,-0.111,-1.659,-0.437,-0.49,2
121.4,-0.051,-0.285,0.004,-1.57,0.002,0.461,2
105.2,0.027,0.012,-0.015,-1.536,-0.007,-0.997,1
75.4,-0.023,0.049,-0.016,-1.539,-0.125,-1.586,2
106.8,0,-0.02,0.004,-1.593,-0.012,-0.953,2
100.5,-0.005,-0.004,0.01,-1.586,0.01,0.143,2
107.9,-0.023,0.005,0.005,-1.572,0.005,0.061,2
114.1,-0.007,0.024,-0.036,-1.533,0,0.15,2
119.3,-0.01,0.005,-0.012,-1.591,-0.011,2.553,1
113.7,0.009,0.036,-0.004,-1.531,-0.04,-2.536,2
112.2,-0.016,-0.01,0.004,-1.575,0.019,-0.005,2
110.4,-0.017,0.007,0.025,-1.601,-0.035,0.168,2
105.6,-0.021,-0.041,0.04,-1.564,0.004,0.046,1
96.3,-0.005,-0.013,-0.002,-1.56,0.025,-0.113,2
100.7,-0.05,0.023,-0.063,-1.552,0.002,0.157,2
97.7,-0.004,0.02,0.01,-1.554,0.013,-0.215,1
110.6,0.026,0.01,0.001,-1.53,0.039,-0.59,1
86,-0.019,-0.011,-0.012,-1.593,-0.006,0.232,1
122.7,-0.063,0.043,-0.073,-1.569,-0.021,-2.537,2
86.8,0.01,-0.017,-0.009,-1.515,-0.037,1.385,1
116.6,-0.025,-0.008,-0.005,-1.553,-0.026,-2.226,2
72.9,0.025,0.033,0.002,-1.507,-0.067,0.061,1
74.6,-0.016,-0.002,0.015,-1.519,0.04,-1.386,1
105.8,0.003,-0.017,-0.035,-1.551,0.021,0.334,1
100.7,-0.014,0.003,-0.003,-1.545,0.003,-3.04,2
98,-0.009,0.025,-0.024,-1.531,0.032,1.336,1
114.2,-0.035,0.053,0.006,-1.573,0.04,-0.491,2
102.6,-0.022,0.028,-0.015,-1.526,0.014,-1.299,2
73.2,-0.016,0.008,0.007,-1.557,-0.025,-1.275,2
85.9,-0.023,-0.021,0.022,-1.569,-0.044,-0.832,1
126,-0.029,0.003,-0.026,-1.549,-0.03,2.541,2
126.3,-0.022,-0.002,-0.09,-1.515,-0.034,0.328,2
88.4,0.002,0.018,-0.002,-1.597,-0.056,0.338,1
97.1,-0.05,0.008,-0.121,-1.423,0,-2.552,2
102.6,-0.003,-0.024,-0.017,-1.563,-0.038,-2.681,1
110.6,0.001,-0.038,0.031,-1.607,-0.024,1.768,2
122.4,-0.05,-0.013,0.064,-1.584,-0.071,0.275,2
94.7,-0.009,-0.034,-0.013,-1.53,0.006,-3.021,2
90.8,-0.03,-0.001,0,-1.572,-0.014,0.298,1
78.1,0.034,0.007,-0.06,-1.607,-0.01,-0.175,1
141,-0.026,-0.025,0.016,-1.551,0.03,-2.436,2
99.2,-0.009,0.004,0.033,-1.562,0.005,0.238,1
114.1,-0.002,0.005,-0.016,-1.579,-0.008,1.973,1
140.7,-0.016,-0.024,-0.007,-1.542,0.015,-2.403,2
76.1,-0.013,0.006,0.029,-1.517,-0.033,0.445,2
89.4,-0.001,-0.027,-0.013,-1.632,0.054,-0.07,2
108.5,0.002,0.012,0.023,-1.562,-0.025,2.436,1
115.3,-0.021,-0.005,-0.005,-1.546,0.004,-0.702,1
88.7,0.014,-0.012,0.003,-1.56,-0.022,-0.351,2
120.3,-0.027,0.011,-0.001,-1.551,-0.044,-0.887,1
111.8,0.005,0.038,-0.024,-1.523,0.038,-0.588,1
104.7,0.075,-0.004,-0.006,-1.574,0.075,1.123,2
89.9,-0.002,-0.014,-0.023,-1.583,-0.015,0.106,1
93.7,-0.02,0.004,-0.002,-1.561,0.018,-1.751,1
51.4,-0.058,0.06,-0.024,-1.489,-0.176,1.247,1
87.3,-0.023,0.002,0.003,-1.586,-0.015,-0.11,2
94,-0.008,0.019,0.04,-1.538,0.034,-1.852,1
76.4,0.024,-0.039,-0.115,-1.627,-0.108,-1.306,2
90.6,-0.017,0.015,-0.014,-1.538,0.025,-1.038,2
85.6,-0.029,0.006,-0.022,-1.526,0.052,1.779,1
140.8,-0.003,0.014,-0.002,-1.547,-0.012,0.46,2
96.6,-0.011,0,-0.002,-1.602,0.054,1.914,2
58.8,0,0.006,0,-1.51,0.011,-0.403,2
97.6,-0.035,-0.01,-0.001,-1.538,-0.014,0.664,1
81.5,-0.034,-0.016,0.023,-1.521,0.012,0.654,1
125.5,-0.032,-0.37,-0.095,-1.62,-0.333,-0.453,2
82.7,-0.02,-0.032,-0.037,-1.501,-0.004,1.588,2
94.1,-0.081,-0.428,-0.017,-1.552,-0.433,-0.515,2
117.2,0.015,-0.015,-0.025,-1.591,0.013,2.465,1
82.9,-0.012,-0.007,0.01,-1.519,0.028,-2.586,2
93.6,0.045,0.006,-0.003,-1.607,-0.073,0.052,1
94.4,-0.008,-0.018,0.004,-1.57,-0.029,-1.423,2
122.5,0.024,-0.055,0,-1.579,0.007,2.723,1
92.9,-0.03,0.028,-0.005,-1.521,-0.014,0.667,1
70.9,-0.046,0.025,-0.007,-1.554,-0.145,-1.443,1
86.5,-0.008,0.011,0.006,-1.605,0,-2.994,2
94.1,0.005,0.014,0.001,-1.557,0.001,-0.085,2
97.7,-0.037,-0.033,-0.013,-1.576,-0.03,2.767,2
120.5,0,-0.005,-0.003,-1.525,0.04,-0.595,1
88.6,0.013,0.027,-0.001,-1.549,-0.041,-0.476,2
89.7,0.001,-0.05,-0.076,-1.573,0.014,0.714,2
89.1,-0.011,-0.006,0.008,-1.546,-0.042,0.06,2
141.1,-0.052,0.026,-0.011,-1.558,-0.038,-2.454,2
